,newsdesc,newstitle,titledesc
250,"Secara keseluruhan, jalan tol ditargetkan akan beroperasi pada 2021. ",Menteri PUPR Cek Kesiapan Tol Becakayu Jelang Diresmikan,"Secara keseluruhan, jalan tol ditargetkan akan beroperasi pada 2021.  Menteri PUPR Cek Kesiapan Tol Becakayu Jelang Diresmikan"
251,Direktorat Jenderal Cipta Karya telah mencanangkan program 100-0-100.,Kementerian PUPR Dorong Peran Pemda Capai Target Aman Air Minum,Direktorat Jenderal Cipta Karya telah mencanangkan program 100-0-100. Kementerian PUPR Dorong Peran Pemda Capai Target Aman Air Minum
252,Basuki Hadimuljono menghadiri pameran foto di Bekasi.,Menteri PUPR: Foto Bisa Jadi Bentuk Laporan Kinerja Kabinet,Basuki Hadimuljono menghadiri pameran foto di Bekasi. Menteri PUPR: Foto Bisa Jadi Bentuk Laporan Kinerja Kabinet
253,Beberapa proyek sumber daya air tengah dikerjakan Balai Besar Wilayah Sungai Cimanuk Cisanggarung. ,"Menteri PUPR Kunjungi Bendungan Kuningan, Jawa Barat","Beberapa proyek sumber daya air tengah dikerjakan Balai Besar Wilayah Sungai Cimanuk Cisanggarung.  Menteri PUPR Kunjungi Bendungan Kuningan, Jawa Barat"
254," Tahun depan, Kementerian PUPR mendapatkan tambahan anggaran sebesar Rp475 miliar.",DPR Setujui Kenaikan RAPBN bagi Kementerian PUPR," Tahun depan, Kementerian PUPR mendapatkan tambahan anggaran sebesar Rp475 miliar. DPR Setujui Kenaikan RAPBN bagi Kementerian PUPR"
255,"""Underpass"" Simpang Mandai dibuka sejak 18 Juni 2017 dan sudah digunakan masyarakat.","Menteri PUPR Resmikan ""Underpass"" Simpang Mandai di Sulsel","""Underpass"" Simpang Mandai dibuka sejak 18 Juni 2017 dan sudah digunakan masyarakat. Menteri PUPR Resmikan ""Underpass"" Simpang Mandai di Sulsel"
256,Hal ini diharapkan dapat menjadi solusi permasalahan limbah plastik kresek. ,PUPR Lanjutkan Penggunaan Aspal Limbah Plastik di Makasar,Hal ini diharapkan dapat menjadi solusi permasalahan limbah plastik kresek.  PUPR Lanjutkan Penggunaan Aspal Limbah Plastik di Makasar
257,Fasilitas ini ditargetkan selesai akhir 2017.,Kementerian PUPR Bangun Infrastruktur Pengendali Banjir di Garut,Fasilitas ini ditargetkan selesai akhir 2017. Kementerian PUPR Bangun Infrastruktur Pengendali Banjir di Garut
258,Berbagai prestasi dicapai dalam 3 tahun pemerintahan Jokowi-JK.,Menteri PUPR: Pembangunan Infrastruktur Tingkatkan Daya Saing,Berbagai prestasi dicapai dalam 3 tahun pemerintahan Jokowi-JK. Menteri PUPR: Pembangunan Infrastruktur Tingkatkan Daya Saing
259,"""Ini kebanyakan jalan perbatasan di Kalimantan dan di Papua.""","Tiga Tahun Jokowi, Kementerian PUPR Bangun 2.623 Km Jalan","""Ini kebanyakan jalan perbatasan di Kalimantan dan di Papua."" Tiga Tahun Jokowi, Kementerian PUPR Bangun 2.623 Km Jalan"
260,Danau Rawa Pening merupakan salah satu dari tujuh danau prioritas.,Kementerian PUPR Tata Tujuan Wisata Kebanggaan Kabupaten Semarang,Danau Rawa Pening merupakan salah satu dari tujuh danau prioritas. Kementerian PUPR Tata Tujuan Wisata Kebanggaan Kabupaten Semarang
261,Pembangunan ini menggunakan anggaran Kementerian PUPR sebesar Rp 185 miliar.,"PUPR dan Pemda DKI Bangun ""Venue"" Olahraga Air di Ancol","Pembangunan ini menggunakan anggaran Kementerian PUPR sebesar Rp 185 miliar. PUPR dan Pemda DKI Bangun ""Venue"" Olahraga Air di Ancol"
262,Anggaran tambahan Kementerian PUPR untuk meningkatkan konektivitas sebesar Rp275 miliar.,Ini Belanja Infrastruktur Prioritas Kementerian PUPR Tahun 2018,Anggaran tambahan Kementerian PUPR untuk meningkatkan konektivitas sebesar Rp275 miliar. Ini Belanja Infrastruktur Prioritas Kementerian PUPR Tahun 2018
263,"Sebagian akan digunakan untuk mendukung pelaksanaan Asian Games XVIII dan PON XX 2020.
","Anggaran 2018 Ditambah Rp475 M, PUPR Prioritaskan Infrastruktur","Sebagian akan digunakan untuk mendukung pelaksanaan Asian Games XVIII dan PON XX 2020.
 Anggaran 2018 Ditambah Rp475 M, PUPR Prioritaskan Infrastruktur"
264,Kerusakan terjadi akibat curah hujan yang tinggi.,"Tanah Ambles di Lampung, Kementerian PUPR Kirim Jembatan Bailey","Kerusakan terjadi akibat curah hujan yang tinggi. Tanah Ambles di Lampung, Kementerian PUPR Kirim Jembatan Bailey"
265,"Basuki mengatakan, dana tersebut akan diprioritaskan untuk Pelabuhan Muara Sabak di Jambi.",Ini Alasan Kementerian PUPR Minta Tambahan Anggaran di 2018,"Basuki mengatakan, dana tersebut akan diprioritaskan untuk Pelabuhan Muara Sabak di Jambi. Ini Alasan Kementerian PUPR Minta Tambahan Anggaran di 2018"
266,Kementerian PUPR membangun jalan dan jembatan sebagai pembentuk struktur ruang kota.,Kementerian PUPR Bangun Tanjung Selor Jadi Kota Baru Mandiri,Kementerian PUPR membangun jalan dan jembatan sebagai pembentuk struktur ruang kota. Kementerian PUPR Bangun Tanjung Selor Jadi Kota Baru Mandiri
267,Basuki Hadimuldjono mengatakan kementeriannya mendapatkan tambahan anggaran sebesar Rp475 miliar.,"PUPR Dapat Tambahan Anggaran Rp475 miliar di 2018, Untuk Apa?","Basuki Hadimuldjono mengatakan kementeriannya mendapatkan tambahan anggaran sebesar Rp475 miliar. PUPR Dapat Tambahan Anggaran Rp475 miliar di 2018, Untuk Apa?"
268,Kota ini masuk dalam 10 kota mandiri baru.,"Bangun Infrastruktur, PUPR Dukung Pengembangan Tanjung Selor","Kota ini masuk dalam 10 kota mandiri baru. Bangun Infrastruktur, PUPR Dukung Pengembangan Tanjung Selor"
269,TOD akan membuat masyarakat lebih nyaman tinggal di daerah perkotaan. ,"Menteri PUPR: Tinggal di TOD, Masyarakat Tak Lagi Temui Kemacetan","TOD akan membuat masyarakat lebih nyaman tinggal di daerah perkotaan.  Menteri PUPR: Tinggal di TOD, Masyarakat Tak Lagi Temui Kemacetan"
270,Seluruh infrastruktur harus bermanfaat bagi masyarakat.,"2018, PUPR Siapkan Rp 20 T untuk Pembangunan di Sumatera","Seluruh infrastruktur harus bermanfaat bagi masyarakat. 2018, PUPR Siapkan Rp 20 T untuk Pembangunan di Sumatera"
271,Danau Sipin diusulkan jadi arena olahraga dayung.,Menteri PUPR Dukung Jambi Hasilkan Atlet Dayung Berprestasi,Danau Sipin diusulkan jadi arena olahraga dayung. Menteri PUPR Dukung Jambi Hasilkan Atlet Dayung Berprestasi
272,Satu pembangunan lainnya adalah dampak Tol Trans Jawa terhadap meningkatkan gairah kewisataan di Purwokerto.,Kementerian PUPR: Jembatan Merah Putih Ikon Baru Ambon 'Manise',Satu pembangunan lainnya adalah dampak Tol Trans Jawa terhadap meningkatkan gairah kewisataan di Purwokerto. Kementerian PUPR: Jembatan Merah Putih Ikon Baru Ambon 'Manise'
273,"Di pulau kecil seperti Tarakan, kebutuhan airnya tidak bisa mengandalkan air tanah.","Atasi Defisit Air Kota Tarakan, Kementerian PUPR Bangun 2 Embung","Di pulau kecil seperti Tarakan, kebutuhan airnya tidak bisa mengandalkan air tanah. Atasi Defisit Air Kota Tarakan, Kementerian PUPR Bangun 2 Embung"
274,Bendungan di Semarang ini dibangun antara lain untuk memenuhi air baku bagi rumah tangga dan irigasi.,Kementerian PUPR Tandatangani Kontrak Desain Bendungan Jragung,Bendungan di Semarang ini dibangun antara lain untuk memenuhi air baku bagi rumah tangga dan irigasi. Kementerian PUPR Tandatangani Kontrak Desain Bendungan Jragung
275,"""Pengerjaan fisik bendungan ini sekitar empat tahun, dan diperkirakan selesai nanti tahun 2023,"" ujar dia.
","Dapat Utang ADB, PUPR Mulai Tahap Desain Bendungan Jragung","""Pengerjaan fisik bendungan ini sekitar empat tahun, dan diperkirakan selesai nanti tahun 2023,"" ujar dia.
 Dapat Utang ADB, PUPR Mulai Tahap Desain Bendungan Jragung"
276,Kementerian PUPR juga bangun infrastruktur lainnya.,"Dukung Lumbung Pangan Nasional, PUPR Bangun 2 Bendungan di Banten","Kementerian PUPR juga bangun infrastruktur lainnya. Dukung Lumbung Pangan Nasional, PUPR Bangun 2 Bendungan di Banten"
277,"Program lembaga ini sudah terealisasi kurang lebih 7.000 rumah di Sulawesi Selatan.
",Kementerian PUPR Dukung Pengembang Indonesia Sediakan Perumahan,"Program lembaga ini sudah terealisasi kurang lebih 7.000 rumah di Sulawesi Selatan.
 Kementerian PUPR Dukung Pengembang Indonesia Sediakan Perumahan"
278,Transit Oriented Development merupakan salah satu solusi terhadap permasalahan perumahan dan kemacetan di kota besar.,Kementerian PUPR Kembangkan Hunian Vertikal dengan Konsep TOD,Transit Oriented Development merupakan salah satu solusi terhadap permasalahan perumahan dan kemacetan di kota besar. Kementerian PUPR Kembangkan Hunian Vertikal dengan Konsep TOD
279,Jalan paralel perbatasan di Kaltara yang belum tembus hingga saat ini sekitar 200 km karena masih dalam tahap membuka lahan.,"2018, Kementerian PUPR Buka 127 Km Jalan Perbatasan di Kaltara","Jalan paralel perbatasan di Kaltara yang belum tembus hingga saat ini sekitar 200 km karena masih dalam tahap membuka lahan. 2018, Kementerian PUPR Buka 127 Km Jalan Perbatasan di Kaltara"
280,"Hungaria mengundang Indonesia untuk kunjungan balasan.
",Menteri PUPR Terima Kunjungan Menteri Pembangunan Hungaria,"Hungaria mengundang Indonesia untuk kunjungan balasan.
 Menteri PUPR Terima Kunjungan Menteri Pembangunan Hungaria"
281,"Untuk membangun proyek ini, Perumnas menginvestasikan dana sebesar Rp 1,45 triliun.",Menteri PUPR: TOD Merupakan Solusi Masalah Perumahan dan Macet,"Untuk membangun proyek ini, Perumnas menginvestasikan dana sebesar Rp 1,45 triliun. Menteri PUPR: TOD Merupakan Solusi Masalah Perumahan dan Macet"
282,Keduanya ditargetkan selesai pada 2018.,"Kebutuhan Air Kota Tarakan, Kementerian PUPR Bangun 2 Embung","Keduanya ditargetkan selesai pada 2018. Kebutuhan Air Kota Tarakan, Kementerian PUPR Bangun 2 Embung"
283,Jumlah rumah bagi masyarakat berpenghasilan rendah hingga September 2017 sudah mencapai 623.344 unit.,"Kementerian PUPR Akan Keluarkan ""Rating"" Perumahan Subsidi","Jumlah rumah bagi masyarakat berpenghasilan rendah hingga September 2017 sudah mencapai 623.344 unit. Kementerian PUPR Akan Keluarkan ""Rating"" Perumahan Subsidi"
284,Pembangunan dilakukan sejak 2015.,Kementerian PUPR Selesaikan Daerah Irigasi Sawah Laweh Tarusan,Pembangunan dilakukan sejak 2015. Kementerian PUPR Selesaikan Daerah Irigasi Sawah Laweh Tarusan
285,"Kementerian PUPR juga akan membangun Anjungan Cerdas di Labuan Bajo, Makale-Tana Toraja, Magelang-Jawa Tengah, dan Labuan Kayangan-Lombok. ",Kementerian PUPR Selesaikan Anjungan Cerdas di Bali Lebih Cepat,"Kementerian PUPR juga akan membangun Anjungan Cerdas di Labuan Bajo, Makale-Tana Toraja, Magelang-Jawa Tengah, dan Labuan Kayangan-Lombok.  Kementerian PUPR Selesaikan Anjungan Cerdas di Bali Lebih Cepat"
287,Realisasi Program Satu Juta Rumah hingga September 2017 sudah mencapai 623.344 unit.,Kementerian PUPR Akan Keluarkan Rating Perumahan Subsidi,Realisasi Program Satu Juta Rumah hingga September 2017 sudah mencapai 623.344 unit. Kementerian PUPR Akan Keluarkan Rating Perumahan Subsidi
288,"Anita menambahkan pada tahun 2020 nanti, daya saing akan semakin ketat. ",Sekjen PUPR Ingatkan Pentingnya Daya Saing Anak Muda,"Anita menambahkan pada tahun 2020 nanti, daya saing akan semakin ketat.  Sekjen PUPR Ingatkan Pentingnya Daya Saing Anak Muda"
289,Afnita mengatakan selama ini sebagian masyarakat memandang pembangunan jalan tol dari sisi negatif. ,PUPR: Jalan Tol Sumatera Baru Selesai Sekitar 30 Persen,Afnita mengatakan selama ini sebagian masyarakat memandang pembangunan jalan tol dari sisi negatif.  PUPR: Jalan Tol Sumatera Baru Selesai Sekitar 30 Persen
290,Sejumlah alat berat pun disiagakan. ,Kementerian PUPR Distribusikan Air Bersih ke Lokasi Pengungsian,Sejumlah alat berat pun disiagakan.  Kementerian PUPR Distribusikan Air Bersih ke Lokasi Pengungsian
291,Lewat acara ini diharapkan dapat memberikan edukasi kepada mahasiswa mengenai pembangunan infrastruktur. ,PUPR Goes to Campus di Universitas Andalas,Lewat acara ini diharapkan dapat memberikan edukasi kepada mahasiswa mengenai pembangunan infrastruktur.  PUPR Goes to Campus di Universitas Andalas
292,Infrastuktur yang dibangun Kementerian PUPR diupayakan menjadi infrastruktur tangguh. ,Menteri PUPR: Infrastruktur Tangguh Bisa Kurangi Risiko Bencana,Infrastuktur yang dibangun Kementerian PUPR diupayakan menjadi infrastruktur tangguh.  Menteri PUPR: Infrastruktur Tangguh Bisa Kurangi Risiko Bencana
293,Pembangunan SPAM secara regional dinilai lebih efektif.,"Tambah Pasokan Air, Kementerian PUPR Bangun 3 SPAM Baru","Pembangunan SPAM secara regional dinilai lebih efektif. Tambah Pasokan Air, Kementerian PUPR Bangun 3 SPAM Baru"
294,Kedua negara kerja sama dalam pengelolaan sumber daya air dan mitigasi bencana. ,"Menteri PUPR Hadiri ""Asia International Water Week"" di Korsel","Kedua negara kerja sama dalam pengelolaan sumber daya air dan mitigasi bencana.  Menteri PUPR Hadiri ""Asia International Water Week"" di Korsel"
295,Buku ini diharapkan dapat menjadi bahan diskursus tentang perkembangan perkotaan Indonesia.,Kementerian PUPR Siapkan Buku Panduan Pembangunan Perkotaan,Buku ini diharapkan dapat menjadi bahan diskursus tentang perkembangan perkotaan Indonesia. Kementerian PUPR Siapkan Buku Panduan Pembangunan Perkotaan
296,"Penataan di kawasan NTT memakan anggaran sebesar Rp 4,72 miliar.",Kementerian PUPR Menata Kota untuk Jadi Destinasi Wisata,"Penataan di kawasan NTT memakan anggaran sebesar Rp 4,72 miliar. Kementerian PUPR Menata Kota untuk Jadi Destinasi Wisata"
297,Penataan kawasan bertujuan untuk menambah ruang terbuka hijau.,Kementerian PUPR Tambah Ruang Terbuka Hijau di Sejumlah Daerah,Penataan kawasan bertujuan untuk menambah ruang terbuka hijau. Kementerian PUPR Tambah Ruang Terbuka Hijau di Sejumlah Daerah
298,Buku ini juga diharapkan dapat menjadi bahan diskursus tentang perkembangan perkotaan Indonesia.,Kementerian PUPR Terbitkan Buku Panduan untuk Bangun Kota,Buku ini juga diharapkan dapat menjadi bahan diskursus tentang perkembangan perkotaan Indonesia. Kementerian PUPR Terbitkan Buku Panduan untuk Bangun Kota
299,Dalam seminar dipaparkan 22 makalah penelitian yang berhubungan dengan pembangunan bendungan di Indonesia.,PUPR dan KNIBB Ajak Anak Muda Lakukan Penelitian yang Inovatif,Dalam seminar dipaparkan 22 makalah penelitian yang berhubungan dengan pembangunan bendungan di Indonesia. PUPR dan KNIBB Ajak Anak Muda Lakukan Penelitian yang Inovatif
300,"Kedua, tantangan estetika. Dalam pembuatan bendungan, perlu estetika agar indah dipandang mata.",Tantangan Kementerian PUPR Bangun Bendungan Besar,"Kedua, tantangan estetika. Dalam pembuatan bendungan, perlu estetika agar indah dipandang mata. Tantangan Kementerian PUPR Bangun Bendungan Besar"
301,"""Bisa untuk pertanian, air minum, dan pembangkit energi listrik,"" tutur Afnita. ",PUPR Optimalkan Potensi Sumber Daya Air Lewat Bangun Bendungan,"""Bisa untuk pertanian, air minum, dan pembangkit energi listrik,"" tutur Afnita.  PUPR Optimalkan Potensi Sumber Daya Air Lewat Bangun Bendungan"
302,Rencananya akan selesai 2019.,Menteri PUPR Dorong Percepatan Penyelesaian Tol Manado-Bitung,Rencananya akan selesai 2019. Menteri PUPR Dorong Percepatan Penyelesaian Tol Manado-Bitung
303,Sambutan ramai.,"Kurangi Dampak Kekeringan, PUPR Siapkan Sumur Bor di Daerah Rawan","Sambutan ramai. Kurangi Dampak Kekeringan, PUPR Siapkan Sumur Bor di Daerah Rawan"
304,Pengeboran dilakukan setelah tim survey geolistrik mengidentifikasi sumber air tanah dalam.,Kementerian PUPR Siapkan Sumur Bor di Daerah Rawan Kekeringan,Pengeboran dilakukan setelah tim survey geolistrik mengidentifikasi sumber air tanah dalam. Kementerian PUPR Siapkan Sumur Bor di Daerah Rawan Kekeringan
305,Nilai kontraknya sebesar Rp 43 miliar. ,Kementerian PUPR Bangun Rusun untuk Mahasiswa UGM,Nilai kontraknya sebesar Rp 43 miliar.  Kementerian PUPR Bangun Rusun untuk Mahasiswa UGM
306,"Aspal diujicobakan di Jalan Sultan Agung, Bekasi. ",Teknologi Aspal PUPR Ampuh Perangi Pencemaran Limbah Plastik,"Aspal diujicobakan di Jalan Sultan Agung, Bekasi.  Teknologi Aspal PUPR Ampuh Perangi Pencemaran Limbah Plastik"
307,"Pengelolaan sampah plastik di Indonesia menjadi masalah kronis, bahkan telah menjadi isu global. ",Aspal Plastik Kementerian PUPR Ampuh Kurangi Pencemaran,"Pengelolaan sampah plastik di Indonesia menjadi masalah kronis, bahkan telah menjadi isu global.  Aspal Plastik Kementerian PUPR Ampuh Kurangi Pencemaran"
308,Gedung utama Kementerian PUPR memiliki kemampuan untuk menghemat listrik sampai 40%.,"Kampus PUPR Raih Penghargaan ""Anugerah Energi Lestari 2017""","Gedung utama Kementerian PUPR memiliki kemampuan untuk menghemat listrik sampai 40%. Kampus PUPR Raih Penghargaan ""Anugerah Energi Lestari 2017"""
309,Untuk pembangunan infrastruktur diperlukan sumber daya manusia andal melalui program sertifikasi tenaga ahli dan terampil.,Kementerian PUPR Bangun Tanggul untuk Atasi Rob di Semarang,Untuk pembangunan infrastruktur diperlukan sumber daya manusia andal melalui program sertifikasi tenaga ahli dan terampil. Kementerian PUPR Bangun Tanggul untuk Atasi Rob di Semarang
310,Sebanyak 21 perusahaan BUMN dan swasta menyatakan sangat tertarik.,7 Inovasi Teknologi Litbang PUPR Siap Diterapkan,Sebanyak 21 perusahaan BUMN dan swasta menyatakan sangat tertarik. 7 Inovasi Teknologi Litbang PUPR Siap Diterapkan
311,Kementerian PUPR sejak tahun 2016 telah melakukan langkah pengendalian sedimentasi terhadap Danau Rawa Pening.,"Sejak 2016, Kementerian PUPR Keruk Danau Rawa Pening","Kementerian PUPR sejak tahun 2016 telah melakukan langkah pengendalian sedimentasi terhadap Danau Rawa Pening. Sejak 2016, Kementerian PUPR Keruk Danau Rawa Pening"
312,Tahun ini merupakan momentum pertumbuhan properti.,PUPR Minta Pengembang Perhatikan Rumah Kalangan Menengah ke Bawah,Tahun ini merupakan momentum pertumbuhan properti. PUPR Minta Pengembang Perhatikan Rumah Kalangan Menengah ke Bawah
313,"Indonesia memiliki potensi sumber daya air (SDA) yang sangat besar yakni mencapai 3,9 triliun m3/tahun.",Kementerian PUPR Bangun Infrastruktur Pangan di Papua,"Indonesia memiliki potensi sumber daya air (SDA) yang sangat besar yakni mencapai 3,9 triliun m3/tahun. Kementerian PUPR Bangun Infrastruktur Pangan di Papua"
314,"Infrastruktur saat ini menjadi prioritas, menjadi engineer (insinyur) yang kuat dengan bidangnya harus menjadi prioritas.",Basuki: Kementerian PUPR Jadi Tumpuan Bangun Infrastruktur,"Infrastruktur saat ini menjadi prioritas, menjadi engineer (insinyur) yang kuat dengan bidangnya harus menjadi prioritas. Basuki: Kementerian PUPR Jadi Tumpuan Bangun Infrastruktur"
315,Kepri mendapat alokasi bantuan untuk 1.500 unit rumah.,PUPR Salurkan Bantuan Bedah Rumah di Tanjung Balai Karimun,Kepri mendapat alokasi bantuan untuk 1.500 unit rumah. PUPR Salurkan Bantuan Bedah Rumah di Tanjung Balai Karimun
316,"""Tanggul yang kami gunakan dengan struktur beton K600 paling tidak bertahan 50 sampai 100 tahun kalau tidak terjadi di luar perencanaan.""",Kementerian PUPR Sebut Tanggul di Jakarta Kuat 100 Tahun,"""Tanggul yang kami gunakan dengan struktur beton K600 paling tidak bertahan 50 sampai 100 tahun kalau tidak terjadi di luar perencanaan."" Kementerian PUPR Sebut Tanggul di Jakarta Kuat 100 Tahun"
317,"Jumlah kebutuhan rumah terus meningkat, sedangkan kemampuan pemerintah terbatas.","Kemen PUPR Tingkatkan Koordinasi ""Program Satu Juta Rumah""","Jumlah kebutuhan rumah terus meningkat, sedangkan kemampuan pemerintah terbatas. Kemen PUPR Tingkatkan Koordinasi ""Program Satu Juta Rumah"""
318,Dari jumlah tersebut sebanyak 4 proyek sudah selesai pembangunannya.,Kementerian PUPR Garap 151 Proyek Strategis Nasional,Dari jumlah tersebut sebanyak 4 proyek sudah selesai pembangunannya. Kementerian PUPR Garap 151 Proyek Strategis Nasional
